#    ../targets/69/TREE.dat
#    Col 1: Your TARGET_MODEL_NAME
#    Col 2: Strand number.
#    Col 3: Nutcracker Pixel#
#    Col 4: X location in world coordinates
#    Col 5: Y location in world coordinates
#    Col 6: Z location in world coordinates
#    Col 7: User string
#    Col 8: User pixel
# 
TREE   1   1   0.000   0.728 104.421 0     1    40 Goofus TREE
TREE   1   2   0.000   1.455 101.510 0     1    39 Goofus TREE
TREE   1   3   0.000   2.183  98.600 0     1    38 Goofus TREE
TREE   1   4   0.000   2.910  95.690 0     1    37 Goofus TREE
TREE   1   5   0.000   3.638  92.779 0     1    36 Goofus TREE
TREE   1   6   0.000   4.366  89.869 0     1    35 Goofus TREE
TREE   1   7   0.000   5.093  86.958 0     1    34 Goofus TREE
TREE   1   8   0.000   5.821  84.048 0     1    33 Goofus TREE
TREE   1   9   0.000   6.548  81.137 0     1    32 Goofus TREE
TREE   1  10   0.000   7.276  78.227 0     1    31 Goofus TREE
TREE   1  11   0.000   8.004  75.317 0     1    30 Goofus TREE
TREE   1  12   0.000   8.731  72.406 0     1    29 Goofus TREE
TREE   1  13   0.000   9.459  69.496 0     1    28 Goofus TREE
TREE   1  14   0.000  10.186  66.585 0     1    27 Goofus TREE
TREE   1  15   0.000  10.914  63.675 0     1    26 Goofus TREE
TREE   1  16   0.000  11.642  60.764 0     1    25 Goofus TREE
TREE   1  17   0.000  12.369  57.854 0     1    24 Goofus TREE
TREE   1  18   0.000  13.097  54.944 0     1    23 Goofus TREE
TREE   1  19   0.000  13.825  52.033 0     1    22 Goofus TREE
TREE   1  20   0.000  14.552  49.123 0     1    21 Goofus TREE
TREE   1  21   0.000  15.280  46.212 0     1    20 Goofus TREE
TREE   1  22   0.000  16.007  43.302 0     1    19 Goofus TREE
TREE   1  23   0.000  16.735  40.391 0     1    18 Goofus TREE
TREE   1  24   0.000  17.463  37.481 0     1    17 Goofus TREE
TREE   1  25   0.000  18.190  34.571 0     1    16 Goofus TREE
TREE   1  26   0.000  18.918  31.660 0     1    15 Goofus TREE
TREE   1  27   0.000  19.645  28.750 0     1    14 Goofus TREE
TREE   1  28   0.000  20.373  25.839 0     1    13 Goofus TREE
TREE   1  29   0.000  21.101  22.929 0     1    12 Goofus TREE
TREE   1  30   0.000  21.828  20.018 0     1    11 Goofus TREE
TREE   1  31   0.000  22.556  17.108 0     1    10 Goofus TREE
TREE   1  32   0.000  23.283  14.198 0     1     9 Goofus TREE
TREE   1  33   0.000  24.011  11.287 0     1     8 Goofus TREE
TREE   1  34   0.000  24.739   8.377 0     1     7 Goofus TREE
TREE   1  35   0.000  25.466   5.466 0     1     6 Goofus TREE
TREE   1  36   0.000  26.194   2.556 0     1     5 Goofus TREE
TREE   1  37   0.000  26.921  -0.355 0     1     4 Goofus TREE
TREE   1  38   0.000  27.649  -3.265 0     1     3 Goofus TREE
TREE   1  39   0.000  28.377  -6.175 0     1     2 Goofus TREE
TREE   1  40   0.000  29.104  -9.086 0     1     1 Goofus TREE

TREE   2   1   0.278   0.672 104.421 0     2    40 Goofus TREE
TREE   2   2   0.557   1.344 101.510 0     2    39 Goofus TREE
TREE   2   3   0.835   2.017  98.600 0     2    38 Goofus TREE
TREE   2   4   1.114   2.689  95.690 0     2    37 Goofus TREE
TREE   2   5   1.392   3.361  92.779 0     2    36 Goofus TREE
TREE   2   6   1.671   4.033  89.869 0     2    35 Goofus TREE
TREE   2   7   1.949   4.706  86.958 0     2    34 Goofus TREE
TREE   2   8   2.228   5.378  84.048 0     2    33 Goofus TREE
TREE   2   9   2.506   6.050  81.137 0     2    32 Goofus TREE
TREE   2  10   2.784   6.722  78.227 0     2    31 Goofus TREE
TREE   2  11   3.063   7.394  75.317 0     2    30 Goofus TREE
TREE   2  12   3.341   8.067  72.406 0     2    29 Goofus TREE
TREE   2  13   3.620   8.739  69.496 0     2    28 Goofus TREE
TREE   2  14   3.898   9.411  66.585 0     2    27 Goofus TREE
TREE   2  15   4.177  10.083  63.675 0     2    26 Goofus TREE
TREE   2  16   4.455  10.756  60.764 0     2    25 Goofus TREE
TREE   2  17   4.734  11.428  57.854 0     2    24 Goofus TREE
TREE   2  18   5.012  12.100  54.944 0     2    23 Goofus TREE
TREE   2  19   5.290  12.772  52.033 0     2    22 Goofus TREE
TREE   2  20   5.569  13.444  49.123 0     2    21 Goofus TREE
TREE   2  21   5.847  14.117  46.212 0     2    20 Goofus TREE
TREE   2  22   6.126  14.789  43.302 0     2    19 Goofus TREE
TREE   2  23   6.404  15.461  40.391 0     2    18 Goofus TREE
TREE   2  24   6.683  16.133  37.481 0     2    17 Goofus TREE
TREE   2  25   6.961  16.806  34.571 0     2    16 Goofus TREE
TREE   2  26   7.240  17.478  31.660 0     2    15 Goofus TREE
TREE   2  27   7.518  18.150  28.750 0     2    14 Goofus TREE
TREE   2  28   7.796  18.822  25.839 0     2    13 Goofus TREE
TREE   2  29   8.075  19.494  22.929 0     2    12 Goofus TREE
TREE   2  30   8.353  20.167  20.018 0     2    11 Goofus TREE
TREE   2  31   8.632  20.839  17.108 0     2    10 Goofus TREE
TREE   2  32   8.910  21.511  14.198 0     2     9 Goofus TREE
TREE   2  33   9.189  22.183  11.287 0     2     8 Goofus TREE
TREE   2  34   9.467  22.856   8.377 0     2     7 Goofus TREE
TREE   2  35   9.746  23.528   5.466 0     2     6 Goofus TREE
TREE   2  36  10.024  24.200   2.556 0     2     5 Goofus TREE
TREE   2  37  10.302  24.872  -0.355 0     2     4 Goofus TREE
TREE   2  38  10.581  25.544  -3.265 0     2     3 Goofus TREE
TREE   2  39  10.859  26.217  -6.175 0     2     2 Goofus TREE
TREE   2  40  11.138  26.889  -9.086 0     2     1 Goofus TREE

TREE   3   1   0.514   0.514 104.421 0     3    40 Goofus TREE
TREE   3   2   1.029   1.029 101.510 0     3    39 Goofus TREE
TREE   3   3   1.543   1.543  98.600 0     3    38 Goofus TREE
TREE   3   4   2.058   2.058  95.690 0     3    37 Goofus TREE
TREE   3   5   2.572   2.572  92.779 0     3    36 Goofus TREE
TREE   3   6   3.087   3.087  89.869 0     3    35 Goofus TREE
TREE   3   7   3.601   3.601  86.958 0     3    34 Goofus TREE
TREE   3   8   4.116   4.116  84.048 0     3    33 Goofus TREE
TREE   3   9   4.630   4.630  81.137 0     3    32 Goofus TREE
TREE   3  10   5.145   5.145  78.227 0     3    31 Goofus TREE
TREE   3  11   5.659   5.659  75.317 0     3    30 Goofus TREE
TREE   3  12   6.174   6.174  72.406 0     3    29 Goofus TREE
TREE   3  13   6.688   6.688  69.496 0     3    28 Goofus TREE
TREE   3  14   7.203   7.203  66.585 0     3    27 Goofus TREE
TREE   3  15   7.717   7.717  63.675 0     3    26 Goofus TREE
TREE   3  16   8.232   8.232  60.764 0     3    25 Goofus TREE
TREE   3  17   8.746   8.746  57.854 0     3    24 Goofus TREE
TREE   3  18   9.261   9.261  54.944 0     3    23 Goofus TREE
TREE   3  19   9.775   9.775  52.033 0     3    22 Goofus TREE
TREE   3  20  10.290  10.290  49.123 0     3    21 Goofus TREE
TREE   3  21  10.804  10.804  46.212 0     3    20 Goofus TREE
TREE   3  22  11.319  11.319  43.302 0     3    19 Goofus TREE
TREE   3  23  11.833  11.833  40.391 0     3    18 Goofus TREE
TREE   3  24  12.348  12.348  37.481 0     3    17 Goofus TREE
TREE   3  25  12.862  12.862  34.571 0     3    16 Goofus TREE
TREE   3  26  13.377  13.377  31.660 0     3    15 Goofus TREE
TREE   3  27  13.891  13.891  28.750 0     3    14 Goofus TREE
TREE   3  28  14.406  14.406  25.839 0     3    13 Goofus TREE
TREE   3  29  14.920  14.920  22.929 0     3    12 Goofus TREE
TREE   3  30  15.435  15.435  20.018 0     3    11 Goofus TREE
TREE   3  31  15.949  15.949  17.108 0     3    10 Goofus TREE
TREE   3  32  16.464  16.464  14.198 0     3     9 Goofus TREE
TREE   3  33  16.978  16.978  11.287 0     3     8 Goofus TREE
TREE   3  34  17.493  17.493   8.377 0     3     7 Goofus TREE
TREE   3  35  18.007  18.007   5.466 0     3     6 Goofus TREE
TREE   3  36  18.522  18.522   2.556 0     3     5 Goofus TREE
TREE   3  37  19.036  19.036  -0.355 0     3     4 Goofus TREE
TREE   3  38  19.551  19.551  -3.265 0     3     3 Goofus TREE
TREE   3  39  20.065  20.065  -6.175 0     3     2 Goofus TREE
TREE   3  40  20.580  20.580  -9.086 0     3     1 Goofus TREE

TREE   4   1   0.672   0.278 104.421 0     4    40 Goofus TREE
TREE   4   2   1.344   0.557 101.510 0     4    39 Goofus TREE
TREE   4   3   2.017   0.835  98.600 0     4    38 Goofus TREE
TREE   4   4   2.689   1.114  95.690 0     4    37 Goofus TREE
TREE   4   5   3.361   1.392  92.779 0     4    36 Goofus TREE
TREE   4   6   4.033   1.671  89.869 0     4    35 Goofus TREE
TREE   4   7   4.706   1.949  86.958 0     4    34 Goofus TREE
TREE   4   8   5.378   2.228  84.048 0     4    33 Goofus TREE
TREE   4   9   6.050   2.506  81.137 0     4    32 Goofus TREE
TREE   4  10   6.722   2.784  78.227 0     4    31 Goofus TREE
TREE   4  11   7.394   3.063  75.317 0     4    30 Goofus TREE
TREE   4  12   8.067   3.341  72.406 0     4    29 Goofus TREE
TREE   4  13   8.739   3.620  69.496 0     4    28 Goofus TREE
