     1     25      1   4391167 # 25  t1    2    5     1.819     3.151    39.113 4391167 0 0 1 25

     1     26      1  13369599 # 26  t1    2    6     2.183     3.781    36.203 13369599 0 0 1 26

     1     27      1  16646399 # 27  t1    2    7     2.547     4.411    33.293 16646399 0 0 1 27

     1     28      1  14876927 # 28  t1    2    8     2.910     5.041    30.382 14876927 0 0 1 28

     1     29      1   8651007 # 29  t1    2    9     3.274     5.671    27.472 8651007 0 0 1 29

     1     30      1      5631 # 30  t1    2   10     3.638     6.301    24.561 5631 0 0 1 30

     1     31      1     57599 # 31  t1    2   11     4.002     6.931    21.651 57599 0 0 1 31

     1     32      1     65324 # 32  t1    2   12     4.366     7.562    18.741 65324 0 0 1 32

     1     33      1  14810880 # 33  t1    2   13     4.729     8.192    15.830 14810880 0 0 1 33

     1     34      1  16711680 # 34  t1    2   14     5.093     8.822    12.920 16711680 0 0 1 34

     1     35      1  14614272 # 35  t1    2   15     5.457     9.452    10.009 14614272 0 0 1 35

     1     36      1     65337 # 36  t1    2   16     5.821    10.082     7.099 65337 0 0 1 36

     1     37      1     49663 # 37  t1    2   17     6.185    10.712     4.188 49663 0 0 1 37

     1     38      1   2294015 # 38  t1    2   18     6.548    11.342     1.278 2294015 0 0 1 38

     1     39      1  14680319 # 39  t1    2   19     6.912    11.972    -1.632 14680319 0 0 1 39

     1     40      1  16711824 # 40  t1    2   20     7.276    12.603    -4.543 16711824 0 0 1 40

     2     20      1     39935 # 41  t1    3    1     0.630     0.364    50.755 39935 0 0 2 20

     2     19      1   1441536 # 42  t1    3    2     1.260     0.728    47.845 1441536 0 0 2 19

     2     18      1  16711935 # 43  t1    3    3     1.890     1.091    44.934 16711935 0 0 2 18

     2     17      1   5963520 # 44  t1    3    4     2.521     1.455    42.024 5963520 0 0 2 17

     2     16      1     65490 # 45  t1    3    5     3.151     1.819    39.113 65490 0 0 2 16

     2     15      1     30975 # 46  t1    3    6     3.781     2.183    36.203 30975 0 0 2 15

     2     14      1     11775 # 47  t1    3    7     4.411     2.547    33.293 11775 0 0 2 14

     2     13      1     16127 # 48  t1    3    8     5.041     2.910    30.382 16127 0 0 2 13

     2     12      1     39935 # 49  t1    3    9     5.671     3.274    27.472 39935 0 0 2 12

     2     11      1     65480 # 50  t1    3   10     6.301     3.638    24.561 65480 0 0 2 11

     2     10      1    458496 # 51  t1    3   11     6.931     4.002    21.651 458496 0 0 2 10

     2      9      1  16252672 # 52  t1    3   12     7.562     4.366    18.741 16252672 0 0 2 9

     2      8      1  16711680 # 53  t1    3   13     8.192     4.729    15.830 16711680 0 0 2 8

     2      7      1  15662848 # 54  t1    3   14     8.822     5.093    12.920 15662848 0 0 2 7

     2      6      1     65310 # 55  t1    3   15     9.452     5.457    10.009 65310 0 0 2 6

     2      5      1     58623 # 56  t1    3   16    10.082     5.821     7.099 58623 0 0 2 5

     2      4      1      1023 # 57  t1    3   17    10.712     6.185     4.188 1023 0 0 2 4

     2      3      1  11993343 # 58  t1    3   18    11.342     6.548     1.278 11993343 0 0 2 3

     2      2      1  16711865 # 59  t1    3   19    11.972     6.912    -1.632 16711865 0 0 2 2

     2      1      1  16711775 # 60  t1    3   20    12.603     7.276    -4.543 16711775 0 0 2 1

     2     21      1   6684927 # 61  t1    4    1     0.728     0.000    50.755 6684927 0 0 2 21

     2     22      1     44287 # 62  t1    4    2     1.455     0.000    47.845 44287 0 0 2 22

     2     23      1   5963520 # 63  t1    4    3     2.183     0.000    44.934 5963520 0 0 2 23

     2     24      1  16711935 # 64  t1    4    4     2.910     0.000    42.024 16711935 0 0 2 24

     2     25      1  11927296 # 65  t1    4    5     3.638     0.000    39.113 11927296 0 0 2 25

     2     26      1     65314 # 66  t1    4    6     4.366     0.000    36.203 65314 0 0 2 26

     2     27      1     65416 # 67  t1    4    7     5.093     0.000    33.293 65416 0 0 2 27

     2     28      1     65419 # 68  t1    4    8     5.821     0.000    30.382 65419 0 0 2 28

     2     29      1     65340 # 69  t1    4    9     6.548     0.000    27.472 65340 0 0 2 29

     2     30      1   5701376 # 70  t1    4   10     7.276     0.000    24.561 5701376 0 0 2 30

     2     31      1  16770304 # 71  t1    4   11     8.004     0.000    21.651 16770304 0 0 2 31

     2     32      1  16711680 # 72  t1    4   12     8.731     0.000    18.741 16711680 0 0 2 32

     2     33      1  16774912 # 73  t1    4   13     9.459     0.000    15.830 16774912 0 0 2 33

     2     34      1    917248 # 74  t1    4   14    10.186     0.000    12.920 917248 0 0 2 34

     2     35      1     65507 # 75  t1    4   15    10.914     0.000    10.009 65507 0 0 2 35

     2     36      1     16895 # 76  t1    4   16    11.642     0.000     7.099 16895 0 0 2 36

     2     37      1   7799039 # 77  t1    4   17    12.369     0.000     4.188 7799039 0 0 2 37

     2     38      1  16711930 # 78  t1    4   18    13.097     0.000     1.278 16711930 0 0 2 38

     2     39      1  16711837 # 79  t1    4   19    13.825     0.000    -1.632 16711837 0 0 2 39

     2     40      1  16711798 # 80  t1    4   20    14.552     0.000    -4.543 16711798 0 0 2 40

     3     20      1  16711905 # 81  t1    5    1     0.630    -0.364    50.755 16711905 0 0 3 20

     3     19      1   4391167 # 82  t1    5    2     1.260    -0.728    47.845 4391167 0 0 3 19

     3     18      1     65490 # 83  t1    5    3     1.890    -1.091    44.934 65490 0 0 3 18

     3     17      1  11927296 # 84  t1    5    4     2.521    -1.455    42.024 11927296 0 0 3 17

     3     16      1  16711935 # 85  t1    5    5     3.151    -1.819    39.113 16711935 0 0 3 16

     3     15      1  16770304 # 86  t1    5    6     3.781    -2.183    36.203 16770304 0 0 3 15

     3     14      1  10485504 # 87  t1    5    7     4.411    -2.547    33.293 10485504 0 0 3 14

     3     13      1   9109248 # 88  t1    5    8     5.041    -2.910    30.382 9109248 0 0 3 13

     3     12      1  13238016 # 89  t1    5    9     5.671    -3.274    27.472 13238016 0 0 3 12

     3     11      1  16757504 # 90  t1    5   10     6.301    -3.638    24.561 16757504 0 0 3 11

     3     10      1  16711680 # 91  t1    5   11     6.931    -4.002    21.651 16711680 0 0 3 10

     3      9      1  16765440 # 92  t1    5   12     7.562    -4.366    18.741 16765440 0 0 3 9

     3      8      1   4980480 # 93  t1    5   13     8.192    -4.729    15.830 4980480 0 0 3 8

     3      7      1     65428 # 94  t1    5   14     8.822    -5.093    12.920 65428 0 0 3 7

     3      6      1     39935 # 95  t1    5   15     9.452    -5.457    10.009 39935 0 0 3 6

     3      5      1   1704191 # 96  t1    5   16    10.082    -5.821     7.099 1704191 0 0 3 5

     3      4      1  11010303 # 97  t1    5   17    10.712    -6.185     4.188 11010303 0 0 3 4

     3      3      1  16711924 # 98  t1    5   18    11.342    -6.548     1.278 16711924 0 0 3 3

     3      2      1  16711878 # 99  t1    5   19    11.972    -6.912    -1.632 16711878 0 0 3 2

     3      1      1  16711886 # 100  t1    5   20    12.603    -7.276    -4.543 16711886 0 0 3 1

     3     21      1  16711791 # 101  t1    6    1     0.364    -0.630    50.755 16711791 0 0 3 21

     3     22      1  13369599 # 102  t1    6    2     0.728    -1.260    47.845 13369599 0 0 3 22

     3     23      1     30975 # 103  t1    6    3     1.091    -1.890    44.934 30975 0 0 3 23

     3     24      1     65314 # 104  t1    6    4     1.455    -2.521    42.024 65314 0 0 3 24

     3     25      1  16770304 # 105  t1    6    5     1.819    -3.151    39.113 16770304 0 0 3 25

     3     26      1  16711935 # 106  t1    6    6     2.183    -3.781    36.203 16711935 0 0 3 26

     3     27      1  16744960 # 107  t1    6    7     2.547    -4.411    33.293 16744960 0 0 3 27

     3     28      1  16753664 # 108  t1    6    8     2.910    -5.041    30.382 16753664 0 0 3 28

     3     29      1  16741120 # 109  t1    6    9     3.274    -5.671    27.472 16741120 0 0 3 29

     3     30      1  16711680 # 110  t1    6   10     3.638    -6.301    24.561 16711680 0 0 3 30

     3     31      1  16753152 # 111  t1    6   11     4.002    -6.931    21.651 16753152 0 0 3 31

     3     32      1  10485504 # 112  t1    6   12     4.366    -7.562    18.741 10485504 0 0 3 32

     3     33      1     65321 # 113  t1    6   13     4.729    -8.192    15.830 65321 0 0 3 33

     3     34      1     65516 # 114  t1    6   14     5.093    -8.822    12.920 65516 0 0 3 34

     3     35      1     25599 # 115  t1    6   15     5.457    -9.452    10.009 25599 0 0 3 35

     3     36      1   2949375 # 116  t1    6   16     5.821   -10.082     7.099 2949375 0 0 3 36

     3     37      1   9699583 # 117  t1    6   17     6.185   -10.712     4.188 9699583 0 0 3 37

     3     38      1  13369599 # 118  t1    6   18     6.548   -11.342     1.278 13369599 0 0 3 38

     3     39      1  13631743 # 119  t1    6   19     6.912   -11.972    -1.632 13631743 0 0 3 39

     3     40      1  10486015 # 120  t1    6   20     7.276   -12.603    -4.543 10486015 0 0 3 40

     4     20      1  16711741 # 121  t1    7    1     0.000    -0.728    50.755 16711741 0 0 4 20

     4     19      1  16646399 # 122  t1    7    2     0.000    -1.455    47.845 16646399 0 0 4 19

     4     18      1     11775 # 123  t1    7    3     0.000    -2.183    44.934 11775 0 0 4 18

     4     17      1     65416 # 124  t1    7    4     0.000    -2.910    42.024 65416 0 0 4 17

     4     16      1  10485504 # 125  t1    7    5     0.000    -3.638    39.113 10485504 0 0 4 16

     4     15      1  16744960 # 126  t1    7    6     0.000    -4.366    36.203 16744960 0 0 4 15

     4     14      1  16711935 # 127  t1    7    7     0.000    -5.093    33.293 16711935 0 0 4 14

     4     13      1  16721920 # 128  t1    7    8     0.000    -5.821    30.382 16721920 0 0 4 13

     4     12      1  16711680 # 129  t1    7    9     0.000    -6.548    27.472 16711680 0 0 4 12

     4     11      1  16737792 # 130  t1    7   10     0.000    -7.276    24.561 16737792 0 0 4 11

     4     10      1  16775168 # 131  t1    7   11     0.000    -8.004    21.651 16775168 0 0 4 10

     4      9      1   6094592 # 132  t1    7   12     0.000    -8.731    18.741 6094592 0 0 4 9

     4      8      1     65366 # 133  t1    7   13     0.000    -9.459    15.830 65366 0 0 4 8

     4      7      1     65533 # 134  t1    7   14     0.000   -10.186    12.920 65533 0 0 4 7

     4      6      1     28927 # 135  t1    7   15     0.000   -10.914    10.009 28927 0 0 4 6

     4      5      1       767 # 136  t1    7   16     0.000   -11.642     7.099 767 0 0 4 5

     4      4      1   4325631 # 137  t1    7   17     0.000   -12.369     4.188 4325631 0 0 4 4

     4      3      1   5636351 # 138  t1    7   18     0.000   -13.097     1.278 5636351 0 0 4 3

     4      2      1   3670271 # 139  t1    7   19     0.000   -13.825    -1.632 3670271 0 0 4 2

     4      1      1      6911 # 140  t1    7   20     0.000   -14.552    -4.543 6911 0 0 4 1

     4     21      1  16711756 # 141  t1    8    1    -0.364    -0.630    50.755 16711756 0 0 4 21

     4     22      1  14876927 # 142  t1    8    2    -0.728    -1.260    47.845 14876927 0 0 4 22

     4     23      1     16127 # 143  t1    8    3    -1.091    -1.890    44.934 16127 0 0 4 23

     4     24      1     65419 # 144  t1    8    4    -1.455    -2.521    42.024 65419 0 0 4 24

     4     25      1   9109248 # 145  t1    8    5    -1.819    -3.151    39.113 9109248 0 0 4 25

     4     26      1  16753664 # 146  t1    8    6    -2.183    -3.781    36.203 16753664 0 0 4 26

     4     27      1  16721920 # 147  t1    8    7    -2.547    -4.411    33.293 16721920 0 0 4 27

     4     28      1  16711935 # 148  t1    8    8    -2.910    -5.041    30.382 16711935 0 0 4 28

     4     29      1  16720640 # 149  t1    8    9    -3.274    -5.671    27.472 16720640 0 0 4 29

     4     30      1  16744704 # 150  t1    8   10    -3.638    -6.301    24.561 16744704 0 0 4 30

     4     31      1  16318208 # 151  t1    8   11    -4.002    -6.931    21.651 16318208 0 0 4 31

     4     32      1   6225664 # 152  t1    8   12    -4.366    -7.562    18.741 6225664 0 0 4 32

     4     33      1     65343 # 153  t1    8   13    -4.729    -8.192    15.830 65343 0 0 4 33

     4     34      1     65488 # 154  t1    8   14    -5.093    -8.822    12.920 65488 0 0 4 34

     4     35      1     47359 # 155  t1    8   15    -5.457    -9.452    10.009 47359 0 0 4 35

     4     36      1     26367 # 156  t1    8   16    -5.821   -10.082     7.099 26367 0 0 4 36

     4     37      1     16639 # 157  t1    8   17    -6.185   -10.712     4.188 16639 0 0 4 37

     4     38      1     18943 # 158  t1    8   18    -6.548   -11.342     1.278 18943 0 0 4 38

     4     39      1     33791 # 159  t1    8   19    -6.912   -11.972    -1.632 33791 0 0 4 39

     4     40      1     60927 # 160  t1    8   20    -7.276   -12.603    -4.543 60927 0 0 4 40

     5     20      1  16711831 # 161  t1    9    1    -0.630    -0.364    50.755 16711831 0 0 5 20

     5     19      1   8651007 # 162  t1    9    2    -1.260    -0.728    47.845 8651007 0 0 5 19

     5     18      1     39935 # 163  t1    9    3    -1.890    -1.091    44.934 39935 0 0 5 18

     5     17      1     65340 # 164  t1    9    4    -2.521    -1.455    42.024 65340 0 0 5 17

     5     16      1  13238016 # 165  t1    9    5    -3.151    -1.819    39.113 13238016 0 0 5 16

     5     15      1  16741120 # 166  t1    9    6    -3.781    -2.183    36.203 16741120 0 0 5 15

     5     14      1  16711680 # 167  t1    9    7    -4.411    -2.547    33.293 16711680 0 0 5 14

     5     13      1  16720640 # 168  t1    9    8    -5.041    -2.910    30.382 16720640 0 0 5 13

     5     12      1  16711935 # 169  t1    9    9    -5.671    -3.274    27.472 16711935 0 0 5 12

     5     11      1  16734464 # 170  t1    9   10    -6.301    -3.638    24.561 16734464 0 0 5 11

     5     10      1  16766464 # 171  t1    9   11    -6.931    -4.002    21.651 16766464 0 0 5 10

     5      9      1  10157824 # 172  t1    9   12    -7.562    -4.366    18.741 10157824 0 0 5 9

     5      8      1    851712 # 173  t1    9   13    -8.192    -4.729    15.830 851712 0 0 5 8

     5      7      1     65393 # 174  t1    9   14    -8.822    -5.093    12.920 65393 0 0 5 7

     5      6      1     65490 # 175  t1    9   15    -9.452    -5.457    10.009 65490 0 0 5 6

     5      5      1     61951 # 176  t1    9   16   -10.082    -5.821     7.099 61951 0 0 5 5

     5      4      1     57855 # 177  t1    9   17   -10.712    -6.185     4.188 57855 0 0 5 4

     5      3      1     65533 # 178  t1    9   18   -11.342    -6.548     1.278 65533 0 0 5 3

     5      2      1     65455 # 179  t1    9   19   -11.972    -6.912    -1.632 65455 0 0 5 2

     5      1      1     65334 # 180  t1    9   20   -12.603    -7.276    -4.543 65334 0 0 5 1

     5     21      1  14876927 # 181  t1   10    1    -0.728     0.000    50.755 14876927 0 0 5 21

     5     22      1      5631 # 182  t1   10    2    -1.455     0.000    47.845 5631 0 0 5 22

     5     23      1     65480 # 183  t1   10    3    -2.183     0.000    44.934 65480 0 0 5 23

     5     24      1   5701376 # 184  t1   10    4    -2.910     0.000    42.024 5701376 0 0 5 24

     5     25      1  16757504 # 185  t1   10    5    -3.638     0.000    39.113 16757504 0 0 5 25

     5     26      1  16711680 # 186  t1   10    6    -4.366     0.000    36.203 16711680 0 0 5 26

     5     27      1  16737792 # 187  t1   10    7    -5.093     0.000    33.293 16737792 0 0 5 27

     5     28      1  16744704 # 188  t1   10    8    -5.821     0.000    30.382 16744704 0 0 5 28

     5     29      1  16734464 # 189  t1   10    9    -6.548     0.000    27.472 16734464 0 0 5 29

     5     30      1  16711935 # 190  t1   10   10    -7.276     0.000    24.561 16711935 0 0 5 30

     5     31      1  16742656 # 191  t1   10   11    -8.004     0.000    21.651 16742656 0 0 5 31

     5     32      1  16776960 # 192  t1   10   12    -8.731     0.000    18.741 16776960 0 0 5 32

     5     33      1   8257280 # 193  t1   10   13    -9.459     0.000    15.830 8257280 0 0 5 33

     5     34      1    982784 # 194  t1   10   14   -10.186     0.000    12.920 982784 0 0 5 34

     5     35      1     65347 # 195  t1   10   15   -10.914     0.000    10.009 65347 0 0 5 35

     5     36      1     65389 # 196  t1   10   16   -11.642     0.000     7.099 65389 0 0 5 36

     5     37      1     65388 # 197  t1   10   17   -12.369     0.000     4.188 65388 0 0 5 37

     5     38      1     65342 # 198  t1   10   18   -13.097     0.000     1.278 65342 0 0 5 38

     5     39      1   1965824 # 199  t1   10   19   -13.825     0.000    -1.632 1965824 0 0 5 39

     5     40      1  10485504 # 200  t1   10   20   -14.552     0.000    -4.543 10485504 0 0 5 40

     6     20      1   2883839 # 201  t1   11    1    -0.630     0.364    50.755 2883839 0 0 6 20

     6     19      1     57599 # 202  t1   11    2    -1.260     0.728    47.845 57599 0 0 6 19

     6     18      1    458496 # 203  t1   11    3    -1.890     1.091    44.934 458496 0 0 6 18

     6     17      1  16770304 # 204  t1   11    4    -2.521     1.455    42.024 16770304 0 0 6 17

     6     16      1  16711680 # 205  t1   11    5    -3.151     1.819    39.113 16711680 0 0 6 16

     6     15      1  16753152 # 206  t1   11    6    -3.781     2.183    36.203 16753152 0 0 6 15

     6     14      1  16775168 # 207  t1   11    7    -4.411     2.547    33.293 16775168 0 0 6 14

     6     13      1  16318208 # 208  t1   11    8    -5.041     2.910    30.382 16318208 0 0 6 13

     6     12      1  16766464 # 209  t1   11    9    -5.671     3.274    27.472 16766464 0 0 6 12

     6     11      1  16742656 # 210  t1   11   10    -6.301     3.638    24.561 16742656 0 0 6 11

     6     10      1  16711935 # 211  t1   11   11    -6.931     4.002    21.651 16711935 0 0 6 10

     6      9      1  16744960 # 212  t1   11   12    -7.562     4.366    18.741 16744960 0 0 6 9

     6      8      1  16776448 # 213  t1   11   13    -8.192     4.729    15.830 16776448 0 0 6 8

     6      7      1  10223360 # 214  t1   11   14    -8.822     5.093    12.920 10223360 0 0 6 7

     6      6      1   5635840 # 215  t1   11   15    -9.452     5.457    10.009 5635840 0 0 6 6

     6      5      1   3604224 # 216  t1   11   16   -10.082     5.821     7.099 3604224 0 0 6 5

     6      4      1   4456192 # 217  t1   11   17   -10.712     6.185     4.188 4456192 0 0 6 4

     6      3      1   8060672 # 218  t1   11   18   -11.342     6.548     1.278 8060672 0 0 6 3

     6      2      1  14352128 # 219  t1   11   19   -11.972     6.912    -1.632 14352128 0 0 6 2

     6      1      1  16752640 # 220  t1   11   20   -12.603     7.276    -4.543 16752640 0 0 6 1

     6     21      1     46847 # 221  t1   12    1    -0.364     0.630    50.755 46847 0 0 6 21

     6     22      1     65324 # 222  t1   12    2    -0.728     1.260    47.845 65324 0 0 6 22

     6     23      1  16252672 # 223  t1   12    3    -1.091     1.890    44.934 16252672 0 0 6 23

     6     24      1  16711680 # 224  t1   12    4    -1.455     2.521    42.024 16711680 0 0 6 24

     6     25      1  16765440 # 225  t1   12    5    -1.819     3.151    39.113 16765440 0 0 6 25

     6     26      1  10485504 # 226  t1   12    6    -2.183     3.781    36.203 10485504 0 0 6 26

     6     27      1   6094592 # 227  t1   12    7    -2.547     4.411    33.293 6094592 0 0 6 27

     6     28      1   6225664 # 228  t1   12    8    -2.910     5.041    30.382 6225664 0 0 6 28

     6     29      1  10157824 # 229  t1   12    9    -3.274     5.671    27.472 10157824 0 0 6 29

     6     30      1  16776960 # 230  t1   12   10    -3.638     6.301    24.561 16776960 0 0 6 30

     6     31      1  16744960 # 231  t1   12   11    -4.002     6.931    21.651 16744960 0 0 6 31

     6     32      1  16711935 # 232  t1   12   12    -4.366     7.562    18.741 16711935 0 0 6 32

     6     33      1  16742400 # 233  t1   12   13    -4.729     8.192    15.830 16742400 0 0 6 33

     6     34      1  16766976 # 234  t1   12   14    -5.093     8.822    12.920 16766976 0 0 6 34

     6     35      1  15204096 # 235  t1   12   15    -5.457     9.452    10.009 15204096 0 0 6 35

     6     36      1  13631232 # 236  t1   12   16    -5.821    10.082     7.099 13631232 0 0 6 36

     6     37      1  14810880 # 237  t1   12   17    -6.185    10.712     4.188 14810880 0 0 6 37

     6     38      1  16769280 # 238  t1   12   18    -6.548    11.342     1.278 16769280 0 0 6 38

     6     39      1  16744448 # 239  t1   12   19    -6.912    11.972    -1.632 16744448 0 0 6 39

     6     40      1  16711680 # 240  t1   12   20    -7.276    12.603    -4.543 16711680 0 0 6 40

     1     20      2  16711935 # 1  t1    1    1     0.000     0.728    50.755 16711935 0 0 1 20

     1     19      2     65338 # 2  t1    1    2     0.000     1.455    47.845 65338 0 0 1 19

     1     18      2     23039 # 3  t1    1    3     0.000     2.183    44.934 23039 0 0 1 18

     1     17      2  10354943 # 4  t1    1    4     0.000     2.910    42.024 10354943 0 0 1 17

     1     16      2  16711867 # 5  t1    1    5     0.000     3.638    39.113 16711867 0 0 1 16

     1     15      2  16711773 # 6  t1    1    6     0.000     4.366    36.203 16711773 0 0 1 15

     1     14      2  16711746 # 7  t1    1    7     0.000     5.093    33.293 16711746 0 0 1 14

     1     13      2  16711783 # 8  t1    1    8     0.000     5.821    30.382 16711783 0 0 1 13

     1     12      2  16711880 # 9  t1    1    9     0.000     6.548    27.472 16711880 0 0 1 12

     1     11      2  10354943 # 10  t1    1   10     0.000     7.276    24.561 10354943 0 0 1 11

     1     10      2     11263 # 11  t1    1   11     0.000     8.004    21.651 11263 0 0 1 10

     1      9      2     65507 # 12  t1    1   12     0.000     8.731    18.741 65507 0 0 1 9

     1      8      2   2883328 # 13  t1    1   13     0.000     9.459    15.830 2883328 0 0 1 8

     1      7      2  16757248 # 14  t1    1   14     0.000    10.186    12.920 16757248 0 0 1 7

     1      6      2  16742144 # 15  t1    1   15     0.000    10.914    10.009 16742144 0 0 1 6

     1      5      2   6487808 # 16  t1    1   16     0.000    11.642     7.099 6487808 0 0 1 5

     1      4      2     65460 # 17  t1    1   17     0.000    12.369     4.188 65460 0 0 1 4

     1      3      2     20479 # 18  t1    1   18     0.000    13.097     1.278 20479 0 0 1 3

     1      2      2   8978687 # 19  t1    1   19     0.000    13.825    -1.632 8978687 0 0 1 2

     1      1      2  16711882 # 20  t1    1   20     0.000    14.552    -4.543 16711882 0 0 1 1

     1     21      2     65338 # 21  t1    2    1     0.364     0.630    50.755 65338 0 0 1 21

     1     22      2  16711935 # 22  t1    2    2     0.728     1.260    47.845 16711935 0 0 1 22

     1     23      2     65283 # 23  t1    2    3     1.091     1.890    44.934 65283 0 0 1 23

     1     24      2     37887 # 24  t1    2    4     1.455     2.521    42.024 37887 0 0 1 24

     1     25      2   5243135 # 25  t1    2    5     1.819     3.151    39.113 5243135 0 0 1 25

     1     26      2  13107455 # 26  t1    2    6     2.183     3.781    36.203 13107455 0 0 1 26

     1     27      2  15073535 # 27  t1    2    7     2.547     4.411    33.293 15073535 0 0 1 27

     1     28      2  11993343 # 28  t1    2    8     2.910     5.041    30.382 11993343 0 0 1 28

     1     29      2   4456703 # 29  t1    2    9     3.274     5.671    27.472 4456703 0 0 1 29

     1     30      2     26623 # 30  t1    2   10     3.638     6.301    24.561 26623 0 0 1 30

     1     31      2     65470 # 31  t1    2   11     4.002     6.931    21.651 65470 0 0 1 31

     1     32      2   4194048 # 32  t1    2   12     4.366     7.562    18.741 4194048 0 0 1 32

     1     33      2  16755712 # 33  t1    2   13     4.729     8.192    15.830 16755712 0 0 1 33

     1     34      2  16741120 # 34  t1    2   14     5.093     8.822    12.920 16741120 0 0 1 34

     1     35      2   7208704 # 35  t1    2   15     5.457     9.452    10.009 7208704 0 0 1 35

     1     36      2     65443 # 36  t1    2   16     5.821    10.082     7.099 65443 0 0 1 36

     1     37      2     25599 # 37  t1    2   17     6.185    10.712     4.188 25599 0 0 1 37

     1     38      2   7536895 # 38  t1    2   18     6.548    11.342     1.278 7536895 0 0 1 38

     1     39      2  16711904 # 39  t1    2   19     6.912    11.972    -1.632 16711904 0 0 1 39

     1     40      2  16711784 # 40  t1    2   20     7.276    12.603    -4.543 16711784 0 0 1 40

     2     20      2     23039 # 41  t1    3    1     0.630     0.364    50.755 23039 0 0 2 20

     2     19      2     65283 # 42  t1    3    2     1.260     0.728    47.845 65283 0 0 2 19

     2     18      2  16711935 # 43  t1    3    3     1.890     1.091    44.934 16711935 0 0 2 18

     2     17      2   5635840 # 44  t1    3    4     2.521     1.455    42.024 5635840 0 0 2 17

     2     16      2     65488 # 45  t1    3    5     3.151     1.819    39.113 65488 0 0 2 16

     2     15      2     35071 # 46  t1    3    6     3.781     2.183    36.203 35071 0 0 2 15

     2     14      2     20735 # 47  t1    3    7     4.411     2.547    33.293 20735 0 0 2 14

     2     13      2     29695 # 48  t1    3    8     5.041     2.910    30.382 29695 0 0 2 13

     2     12      2     57855 # 49  t1    3    9     5.671     3.274    27.472 57855 0 0 2 12

     2     11      2     65394 # 50  t1    3   10     6.301     3.638    24.561 65394 0 0 2 11

     2     10      2   6815488 # 51  t1    3   11     6.931     4.002    21.651 6815488 0 0 2 10

     2      9      2  16752384 # 52  t1    3   12     7.562     4.366    18.741 16752384 0 0 2 9

     2      8      2  16739328 # 53  t1    3   13     8.192     4.729    15.830 16739328 0 0 2 8

     2      7      2   8650496 # 54  t1    3   14     8.822     5.093    12.920 8650496 0 0 2 7

     2      6      2     65411 # 55  t1    3   15     9.452     5.457    10.009 65411 0 0 2 6

     2      5      2     35327 # 56  t1    3   16    10.082     5.821     7.099 35327 0 0 2 5

     2      4      2   4784383 # 57  t1    3   17    10.712     6.185     4.188 4784383 0 0 2 4

