#    ../targets/2/AA_MATRIX4.dat
#    Col 1: Your TARGET_MODEL_NAME
#    Col 2: Strand number.
#    Col 3: Nutcracker Pixel#
#    Col 4: X location in world coordinates
#    Col 5: Y location in world coordinates
#    Col 6: Z location in world coordinates
#    Col 7: User string
#    Col 8: User pixel
# 
AA_MATRIX4   1   1  93.000   0.000  72.000 0     1    25 f AA_MATRIX4
AA_MATRIX4   1   2  93.000   0.000  69.000 0     1    24 f AA_MATRIX4
AA_MATRIX4   1   3  93.000   0.000  66.000 0     1    23 f AA_MATRIX4
AA_MATRIX4   1   4  93.000   0.000  63.000 0     1    22 f AA_MATRIX4
AA_MATRIX4   1   5  93.000   0.000  60.000 0     1    21 f AA_MATRIX4
AA_MATRIX4   1   6  93.000   0.000  57.000 0     1    20 f AA_MATRIX4
AA_MATRIX4   1   7  93.000   0.000  54.000 0     1    19 f AA_MATRIX4
AA_MATRIX4   1   8  93.000   0.000  51.000 0     1    18 f AA_MATRIX4
AA_MATRIX4   1   9  93.000   0.000  48.000 0     1    17 f AA_MATRIX4
AA_MATRIX4   1  10  93.000   0.000  45.000 0     1    16 f AA_MATRIX4
AA_MATRIX4   1  11  93.000   0.000  42.000 0     1    15 f AA_MATRIX4
AA_MATRIX4   1  12  93.000   0.000  39.000 0     1    14 f AA_MATRIX4
AA_MATRIX4   1  13  93.000   0.000  36.000 0     1    13 f AA_MATRIX4
AA_MATRIX4   1  14  93.000   0.000  33.000 0     1    12 f AA_MATRIX4
AA_MATRIX4   1  15  93.000   0.000  30.000 0     1    11 f AA_MATRIX4
AA_MATRIX4   1  16  93.000   0.000  27.000 0     1    10 f AA_MATRIX4
AA_MATRIX4   1  17  93.000   0.000  24.000 0     1     9 f AA_MATRIX4
AA_MATRIX4   1  18  93.000   0.000  21.000 0     1     8 f AA_MATRIX4
AA_MATRIX4   1  19  93.000   0.000  18.000 0     1     7 f AA_MATRIX4
AA_MATRIX4   1  20  93.000   0.000  15.000 0     1     6 f AA_MATRIX4
AA_MATRIX4   1  21  93.000   0.000  12.000 0     1     5 f AA_MATRIX4
AA_MATRIX4   1  22  93.000   0.000   9.000 0     1     4 f AA_MATRIX4
AA_MATRIX4   1  23  93.000   0.000   6.000 0     1     3 f AA_MATRIX4
AA_MATRIX4   1  24  93.000   0.000   3.000 0     1     2 f AA_MATRIX4
AA_MATRIX4   1  25  93.000   0.000   0.000 0     1     1 f AA_MATRIX4

AA_MATRIX4   2   1  90.000   0.000  72.000 0     1    26 f AA_MATRIX4
AA_MATRIX4   2   2  90.000   0.000  69.000 0     1    27 f AA_MATRIX4
AA_MATRIX4   2   3  90.000   0.000  66.000 0     1    28 f AA_MATRIX4
AA_MATRIX4   2   4  90.000   0.000  63.000 0     1    29 f AA_MATRIX4
AA_MATRIX4   2   5  90.000   0.000  60.000 0     1    30 f AA_MATRIX4
AA_MATRIX4   2   6  90.000   0.000  57.000 0     1    31 f AA_MATRIX4
AA_MATRIX4   2   7  90.000   0.000  54.000 0     1    32 f AA_MATRIX4
AA_MATRIX4   2   8  90.000   0.000  51.000 0     1    33 f AA_MATRIX4
AA_MATRIX4   2   9  90.000   0.000  48.000 0     1    34 f AA_MATRIX4
AA_MATRIX4   2  10  90.000   0.000  45.000 0     1    35 f AA_MATRIX4
AA_MATRIX4   2  11  90.000   0.000  42.000 0     1    36 f AA_MATRIX4
AA_MATRIX4   2  12  90.000   0.000  39.000 0     1    37 f AA_MATRIX4
AA_MATRIX4   2  13  90.000   0.000  36.000 0     1    38 f AA_MATRIX4
AA_MATRIX4   2  14  90.000   0.000  33.000 0     1    39 f AA_MATRIX4
AA_MATRIX4   2  15  90.000   0.000  30.000 0     1    40 f AA_MATRIX4
AA_MATRIX4   2  16  90.000   0.000  27.000 0     1    41 f AA_MATRIX4
AA_MATRIX4   2  17  90.000   0.000  24.000 0     1    42 f AA_MATRIX4
AA_MATRIX4   2  18  90.000   0.000  21.000 0     1    43 f AA_MATRIX4
AA_MATRIX4   2  19  90.000   0.000  18.000 0     1    44 f AA_MATRIX4
AA_MATRIX4   2  20  90.000   0.000  15.000 0     1    45 f AA_MATRIX4
AA_MATRIX4   2  21  90.000   0.000  12.000 0     1    46 f AA_MATRIX4
AA_MATRIX4   2  22  90.000   0.000   9.000 0     1    47 f AA_MATRIX4
AA_MATRIX4   2  23  90.000   0.000   6.000 0     1    48 f AA_MATRIX4
AA_MATRIX4   2  24  90.000   0.000   3.000 0     1    49 f AA_MATRIX4
AA_MATRIX4   2  25  90.000   0.000   0.000 0     1    50 f AA_MATRIX4

