#    ../targets/2/AA3.dat
#    Col 1: Your TARGET_MODEL_NAME
#    Col 2: Strand number.
#    Col 3: Nutcracker Pixel#
#    Col 4: X location in world coordinates
#    Col 5: Y location in world coordinates
#    Col 6: Z location in world coordinates
#    Col 7: User string
#    Col 8: User pixel
# 
AA3  15   3  -1.650  -1.429  34.201 0     5    38 f AA3
AA3  15   4  -2.200  -1.906  31.291 0     5    37 f AA3
AA3  15   5  -2.749  -2.382  28.380 0     5    36 f AA3
AA3  15   6  -3.299  -2.859  25.470 0     5    35 f AA3
AA3  15   7  -3.849  -3.335  22.560 0     5    34 f AA3
AA3  15   8  -4.399  -3.812  19.649 0     5    33 f AA3
AA3  15   9  -4.949  -4.288  16.739 0     5    32 f AA3
AA3  15  10  -5.499  -4.765  13.828 0     5    31 f AA3
AA3  15  11  -6.049  -5.241  10.918 0     5    30 f AA3
AA3  15  12  -6.599  -5.718   8.007 0     5    29 f AA3
AA3  15  13  -7.149  -6.194   5.097 0     5    28 f AA3
AA3  15  14  -7.698  -6.671   2.187 0     5    27 f AA3
AA3  15  15  -8.248  -7.147  -0.724 0     5    26 f AA3
AA3  15  16  -8.798  -7.624  -3.634 0     5    25 f AA3

AA3  16   1  -0.662  -0.302  40.022 0     5    41 f AA3
AA3  16   2  -1.324  -0.605  37.112 0     5    42 f AA3
AA3  16   3  -1.986  -0.907  34.201 0     5    43 f AA3
AA3  16   4  -2.647  -1.209  31.291 0     5    44 f AA3
AA3  16   5  -3.309  -1.511  28.380 0     5    45 f AA3
AA3  16   6  -3.971  -1.814  25.470 0     5    46 f AA3
AA3  16   7  -4.633  -2.116  22.560 0     5    47 f AA3
AA3  16   8  -5.295  -2.418  19.649 0     5    48 f AA3
AA3  16   9  -5.957  -2.720  16.739 0     5    49 f AA3
AA3  16  10  -6.619  -3.023  13.828 0     5    50 f AA3
AA3  16  11  -7.280  -3.325  10.918 0     6     1 f AA3
AA3  16  12  -7.942  -3.627   8.007 0     6     2 f AA3
AA3  16  13  -8.604  -3.929   5.097 0     6     3 f AA3
AA3  16  14  -9.266  -4.232   2.187 0     6     4 f AA3
AA3  16  15  -9.928  -4.534  -0.724 0     6     5 f AA3
AA3  16  16 -10.590  -4.836  -3.634 0     6     6 f AA3

AA3  17   1  -0.720  -0.104  40.022 0     6     7 f AA3
AA3  17   2  -1.440  -0.207  37.112 0     6     8 f AA3
AA3  17   3  -2.161  -0.311  34.201 0     6     9 f AA3
AA3  17   4  -2.881  -0.414  31.291 0     6    10 f AA3
AA3  17   5  -3.601  -0.518  28.380 0     6    11 f AA3
AA3  17   6  -4.321  -0.621  25.470 0     6    12 f AA3
AA3  17   7  -5.041  -0.725  22.560 0     6    13 f AA3
AA3  17   8  -5.762  -0.828  19.649 0     6    14 f AA3
AA3  17   9  -6.482  -0.932  16.739 0     6    15 f AA3
AA3  17  10  -7.202  -1.035  13.828 0     6    16 f AA3
AA3  17  11  -7.922  -1.139  10.918 0     6    17 f AA3
AA3  17  12  -8.642  -1.243   8.007 0     6    18 f AA3
AA3  17  13  -9.363  -1.346   5.097 0     6    19 f AA3
AA3  17  14 -10.083  -1.450   2.187 0     6    20 f AA3
AA3  17  15 -10.803  -1.553  -0.724 0     6    21 f AA3
AA3  17  16 -11.523  -1.657  -3.634 0     6    22 f AA3

AA3  18   1  -0.720   0.104  40.022 0     6    38 f AA3
AA3  18   2  -1.440   0.207  37.112 0     6    37 f AA3
AA3  18   3  -2.161   0.311  34.201 0     6    36 f AA3
AA3  18   4  -2.881   0.414  31.291 0     6    35 f AA3
AA3  18   5  -3.601   0.518  28.380 0     6    34 f AA3
AA3  18   6  -4.321   0.621  25.470 0     6    33 f AA3
AA3  18   7  -5.041   0.725  22.560 0     6    32 f AA3
AA3  18   8  -5.762   0.828  19.649 0     6    31 f AA3
AA3  18   9  -6.482   0.932  16.739 0     6    30 f AA3
AA3  18  10  -7.202   1.035  13.828 0     6    29 f AA3
AA3  18  11  -7.922   1.139  10.918 0     6    28 f AA3
AA3  18  12  -8.642   1.243   8.007 0     6    27 f AA3
AA3  18  13  -9.363   1.346   5.097 0     6    26 f AA3
AA3  18  14 -10.083   1.450   2.187 0     6    25 f AA3
AA3  18  15 -10.803   1.553  -0.724 0     6    24 f AA3
AA3  18  16 -11.523   1.657  -3.634 0     6    23 f AA3

AA3  19   1  -0.662   0.302  40.022 0     6    39 f AA3
AA3  19   2  -1.324   0.605  37.112 0     6    40 f AA3
AA3  19   3  -1.986   0.907  34.201 0     6    41 f AA3
AA3  19   4  -2.647   1.209  31.291 0     6    42 f AA3
AA3  19   5  -3.309   1.511  28.380 0     6    43 f AA3
AA3  19   6  -3.971   1.814  25.470 0     6    44 f AA3
AA3  19   7  -4.633   2.116  22.560 0     6    45 f AA3
AA3  19   8  -5.295   2.418  19.649 0     6    46 f AA3
AA3  19   9  -5.957   2.720  16.739 0     6    47 f AA3
AA3  19  10  -6.619   3.023  13.828 0     6    48 f AA3
AA3  19  11  -7.280   3.325  10.918 0     6    49 f AA3
AA3  19  12  -7.942   3.627   8.007 0     6    50 f AA3
AA3  19  13  -8.604   3.929   5.097 0     7     1 f AA3
AA3  19  14  -9.266   4.232   2.187 0     7     2 f AA3
AA3  19  15  -9.928   4.534  -0.724 0     7     3 f AA3
AA3  19  16 -10.590   4.836  -3.634 0     7     4 f AA3

AA3  20   1  -0.550   0.476  40.022 0     7     5 f AA3
AA3  20   2  -1.100   0.953  37.112 0     7     6 f AA3
AA3  20   3  -1.650   1.429  34.201 0     7     7 f AA3
AA3  20   4  -2.200   1.906  31.291 0     7     8 f AA3
AA3  20   5  -2.749   2.382  28.380 0     7     9 f AA3
AA3  20   6  -3.299   2.859  25.470 0     7    10 f AA3
AA3  20   7  -3.849   3.335  22.560 0     7    11 f AA3
AA3  20   8  -4.399   3.812  19.649 0     7    12 f AA3
AA3  20   9  -4.949   4.288  16.739 0     7    13 f AA3
AA3  20  10  -5.499   4.765  13.828 0     7    14 f AA3
AA3  20  11  -6.049   5.241  10.918 0     7    15 f AA3
AA3  20  12  -6.599   5.718   8.007 0     7    16 f AA3
AA3  20  13  -7.149   6.194   5.097 0     7    17 f AA3
AA3  20  14  -7.698   6.671   2.187 0     7    18 f AA3
AA3  20  15  -8.248   7.147  -0.724 0     7    19 f AA3
AA3  20  16  -8.798   7.624  -3.634 0     7    20 f AA3

AA3  21   1  -0.393   0.612  40.022 0     7    36 f AA3
AA3  21   2  -0.787   1.224  37.112 0     7    35 f AA3
AA3  21   3  -1.180   1.836  34.201 0     7    34 f AA3
AA3  21   4  -1.573   2.448  31.291 0     7    33 f AA3
AA3  21   5  -1.967   3.061  28.380 0     7    32 f AA3
AA3  21   6  -2.360   3.673  25.470 0     7    31 f AA3
AA3  21   7  -2.754   4.285  22.560 0     7    30 f AA3
AA3  21   8  -3.147   4.897  19.649 0     7    29 f AA3
AA3  21   9  -3.540   5.509  16.739 0     7    28 f AA3
AA3  21  10  -3.934   6.121  13.828 0     7    27 f AA3
AA3  21  11  -4.327   6.733  10.918 0     7    26 f AA3
AA3  21  12  -4.720   7.345   8.007 0     7    25 f AA3
AA3  21  13  -5.114   7.957   5.097 0     7    24 f AA3
AA3  21  14  -5.507   8.569   2.187 0     7    23 f AA3
AA3  21  15  -5.901   9.182  -0.724 0     7    22 f AA3
AA3  21  16  -6.294   9.794  -3.634 0     7    21 f AA3

AA3  22   1  -0.205   0.698  40.022 0     7    37 f AA3
AA3  22   2  -0.410   1.396  37.112 0     7    38 f AA3
AA3  22   3  -0.615   2.094  34.201 0     7    39 f AA3
AA3  22   4  -0.820   2.793  31.291 0     7    40 f AA3
AA3  22   5  -1.025   3.491  28.380 0     7    41 f AA3
AA3  22   6  -1.230   4.189  25.470 0     7    42 f AA3
AA3  22   7  -1.435   4.887  22.560 0     7    43 f AA3
AA3  22   8  -1.640   5.585  19.649 0     7    44 f AA3
AA3  22   9  -1.845   6.283  16.739 0     7    45 f AA3
AA3  22  10  -2.050   6.981  13.828 0     7    46 f AA3
AA3  22  11  -2.255   7.679  10.918 0     7    47 f AA3
AA3  22  12  -2.460   8.378   8.007 0     7    48 f AA3
AA3  22  13  -2.665   9.076   5.097 0     7    49 f AA3
AA3  22  14  -2.870   9.774   2.187 0     7    50 f AA3
AA3  22  15  -3.075  10.472  -0.724 0     0     0 f AA3
AA3  22  16  -3.280  11.170  -3.634 0     0     0 f AA3

