#    ../targets/2/AA_MATRIX7.dat
#    Col 1: Your TARGET_MODEL_NAME
#    Col 2: Strand number.
#    Col 3: Nutcracker Pixel#
#    Col 4: X location in world coordinates
#    Col 5: Y location in world coordinates
#    Col 6: Z location in world coordinates
#    Col 7: User string
#    Col 8: User pixel
# 
AA_MATRIX7   1   1 165.000   0.000  39.000 0     1    14 f AA_MATRIX7
AA_MATRIX7   1   2 165.000   0.000  36.000 0     1    13 f AA_MATRIX7
AA_MATRIX7   1   3 165.000   0.000  33.000 0     1    12 f AA_MATRIX7
AA_MATRIX7   1   4 165.000   0.000  30.000 0     1    11 f AA_MATRIX7
AA_MATRIX7   1   5 165.000   0.000  27.000 0     1    10 f AA_MATRIX7
AA_MATRIX7   1   6 165.000   0.000  24.000 0     1     9 f AA_MATRIX7
AA_MATRIX7   1   7 165.000   0.000  21.000 0     1     8 f AA_MATRIX7
AA_MATRIX7   1   8 165.000   0.000  18.000 0     1     7 f AA_MATRIX7
AA_MATRIX7   1   9 165.000   0.000  15.000 0     1     6 f AA_MATRIX7
AA_MATRIX7   1  10 165.000   0.000  12.000 0     1     5 f AA_MATRIX7
AA_MATRIX7   1  11 165.000   0.000   9.000 0     1     4 f AA_MATRIX7
AA_MATRIX7   1  12 165.000   0.000   6.000 0     1     3 f AA_MATRIX7
AA_MATRIX7   1  13 165.000   0.000   3.000 0     1     2 f AA_MATRIX7
AA_MATRIX7   1  14 165.000   0.000   0.000 0     1     1 f AA_MATRIX7

AA_MATRIX7   2   1 162.000   0.000  39.000 0     1    15 f AA_MATRIX7
AA_MATRIX7   2   2 162.000   0.000  36.000 0     1    16 f AA_MATRIX7
AA_MATRIX7   2   3 162.000   0.000  33.000 0     1    17 f AA_MATRIX7
AA_MATRIX7   2   4 162.000   0.000  30.000 0     1    18 f AA_MATRIX7
AA_MATRIX7   2   5 162.000   0.000  27.000 0     1    19 f AA_MATRIX7
AA_MATRIX7   2   6 162.000   0.000  24.000 0     1    20 f AA_MATRIX7
AA_MATRIX7   2   7 162.000   0.000  21.000 0     1    21 f AA_MATRIX7
AA_MATRIX7   2   8 162.000   0.000  18.000 0     1    22 f AA_MATRIX7
AA_MATRIX7   2   9 162.000   0.000  15.000 0     1    23 f AA_MATRIX7
AA_MATRIX7   2  10 162.000   0.000  12.000 0     1    24 f AA_MATRIX7
AA_MATRIX7   2  11 162.000   0.000   9.000 0     1    25 f AA_MATRIX7
AA_MATRIX7   2  12 162.000   0.000   6.000 0     1    26 f AA_MATRIX7
AA_MATRIX7   2  13 162.000   0.000   3.000 0     1    27 f AA_MATRIX7
AA_MATRIX7   2  14 162.000   0.000   0.000 0     1    28 f AA_MATRIX7

AA_MATRIX7   3   1 159.000   0.000  39.000 0     1    42 f AA_MATRIX7
AA_MATRIX7   3   2 159.000   0.000  36.000 0     1    41 f AA_MATRIX7
AA_MATRIX7   3   3 159.000   0.000  33.000 0     1    40 f AA_MATRIX7
AA_MATRIX7   3   4 159.000   0.000  30.000 0     1    39 f AA_MATRIX7
AA_MATRIX7   3   5 159.000   0.000  27.000 0     1    38 f AA_MATRIX7
AA_MATRIX7   3   6 159.000   0.000  24.000 0     1    37 f AA_MATRIX7
AA_MATRIX7   3   7 159.000   0.000  21.000 0     1    36 f AA_MATRIX7
AA_MATRIX7   3   8 159.000   0.000  18.000 0     1    35 f AA_MATRIX7
AA_MATRIX7   3   9 159.000   0.000  15.000 0     1    34 f AA_MATRIX7
AA_MATRIX7   3  10 159.000   0.000  12.000 0     1    33 f AA_MATRIX7
AA_MATRIX7   3  11 159.000   0.000   9.000 0     1    32 f AA_MATRIX7
AA_MATRIX7   3  12 159.000   0.000   6.000 0     1    31 f AA_MATRIX7
AA_MATRIX7   3  13 159.000   0.000   3.000 0     1    30 f AA_MATRIX7
AA_MATRIX7   3  14 159.000   0.000   0.000 0     1    29 f AA_MATRIX7

AA_MATRIX7   4   1 156.000   0.000  39.000 0     1    43 f AA_MATRIX7
AA_MATRIX7   4   2 156.000   0.000  36.000 0     1    44 f AA_MATRIX7
AA_MATRIX7   4   3 156.000   0.000  33.000 0     1    45 f AA_MATRIX7
AA_MATRIX7   4   4 156.000   0.000  30.000 0     1    46 f AA_MATRIX7
AA_MATRIX7   4   5 156.000   0.000  27.000 0     1    47 f AA_MATRIX7
AA_MATRIX7   4   6 156.000   0.000  24.000 0     1    48 f AA_MATRIX7
AA_MATRIX7   4   7 156.000   0.000  21.000 0     1    49 f AA_MATRIX7
AA_MATRIX7   4   8 156.000   0.000  18.000 0     1    50 f AA_MATRIX7
AA_MATRIX7   4   9 156.000   0.000  15.000 0     1    51 f AA_MATRIX7
AA_MATRIX7   4  10 156.000   0.000  12.000 0     1    52 f AA_MATRIX7
AA_MATRIX7   4  11 156.000   0.000   9.000 0     1    53 f AA_MATRIX7
AA_MATRIX7   4  12 156.000   0.000   6.000 0     1    54 f AA_MATRIX7
AA_MATRIX7   4  13 156.000   0.000   3.000 0     1    55 f AA_MATRIX7
AA_MATRIX7   4  14 156.000   0.000   0.000 0     1    56 f AA_MATRIX7

AA_MATRIX7   5   1 153.000   0.000  39.000 0     1    70 f AA_MATRIX7
AA_MATRIX7   5   2 153.000   0.000  36.000 0     1    69 f AA_MATRIX7
AA_MATRIX7   5   3 153.000   0.000  33.000 0     1    68 f AA_MATRIX7
AA_MATRIX7   5   4 153.000   0.000  30.000 0     1    67 f AA_MATRIX7
AA_MATRIX7   5   5 153.000   0.000  27.000 0     1    66 f AA_MATRIX7
AA_MATRIX7   5   6 153.000   0.000  24.000 0     1    65 f AA_MATRIX7
AA_MATRIX7   5   7 153.000   0.000  21.000 0     1    64 f AA_MATRIX7
AA_MATRIX7   5   8 153.000   0.000  18.000 0     1    63 f AA_MATRIX7
AA_MATRIX7   5   9 153.000   0.000  15.000 0     1    62 f AA_MATRIX7
AA_MATRIX7   5  10 153.000   0.000  12.000 0     1    61 f AA_MATRIX7
AA_MATRIX7   5  11 153.000   0.000   9.000 0     1    60 f AA_MATRIX7
AA_MATRIX7   5  12 153.000   0.000   6.000 0     1    59 f AA_MATRIX7
AA_MATRIX7   5  13 153.000   0.000   3.000 0     1    58 f AA_MATRIX7
AA_MATRIX7   5  14 153.000   0.000   0.000 0     1    57 f AA_MATRIX7

AA_MATRIX7   6   1 150.000   0.000  39.000 0     1    71 f AA_MATRIX7
AA_MATRIX7   6   2 150.000   0.000  36.000 0     1    72 f AA_MATRIX7
AA_MATRIX7   6   3 150.000   0.000  33.000 0     1    73 f AA_MATRIX7
AA_MATRIX7   6   4 150.000   0.000  30.000 0     1    74 f AA_MATRIX7
AA_MATRIX7   6   5 150.000   0.000  27.000 0     1    75 f AA_MATRIX7
AA_MATRIX7   6   6 150.000   0.000  24.000 0     1    76 f AA_MATRIX7
AA_MATRIX7   6   7 150.000   0.000  21.000 0     1    77 f AA_MATRIX7
AA_MATRIX7   6   8 150.000   0.000  18.000 0     1    78 f AA_MATRIX7
AA_MATRIX7   6   9 150.000   0.000  15.000 0     1    79 f AA_MATRIX7
AA_MATRIX7   6  10 150.000   0.000  12.000 0     1    80 f AA_MATRIX7
AA_MATRIX7   6  11 150.000   0.000   9.000 0     1    81 f AA_MATRIX7
AA_MATRIX7   6  12 150.000   0.000   6.000 0     1    82 f AA_MATRIX7
AA_MATRIX7   6  13 150.000   0.000   3.000 0     1    83 f AA_MATRIX7
AA_MATRIX7   6  14 150.000   0.000   0.000 0     1    84 f AA_MATRIX7

AA_MATRIX7   7   1 147.000   0.000  39.000 0     1    98 f AA_MATRIX7
AA_MATRIX7   7   2 147.000   0.000  36.000 0     1    97 f AA_MATRIX7
AA_MATRIX7   7   3 147.000   0.000  33.000 0     1    96 f AA_MATRIX7
AA_MATRIX7   7   4 147.000   0.000  30.000 0     1    95 f AA_MATRIX7
AA_MATRIX7   7   5 147.000   0.000  27.000 0     1    94 f AA_MATRIX7
AA_MATRIX7   7   6 147.000   0.000  24.000 0     1    93 f AA_MATRIX7
AA_MATRIX7   7   7 147.000   0.000  21.000 0     1    92 f AA_MATRIX7
AA_MATRIX7   7   8 147.000   0.000  18.000 0     1    91 f AA_MATRIX7
AA_MATRIX7   7   9 147.000   0.000  15.000 0     1    90 f AA_MATRIX7
AA_MATRIX7   7  10 147.000   0.000  12.000 0     1    89 f AA_MATRIX7
AA_MATRIX7   7  11 147.000   0.000   9.000 0     1    88 f AA_MATRIX7
AA_MATRIX7   7  12 147.000   0.000   6.000 0     1    87 f AA_MATRIX7
AA_MATRIX7   7  13 147.000   0.000   3.000 0     1    86 f AA_MATRIX7
AA_MATRIX7   7  14 147.000   0.000   0.000 0     1    85 f AA_MATRIX7

AA_MATRIX7   8   1 144.000   0.000  39.000 0     2    14 f AA_MATRIX7
AA_MATRIX7   8   2 144.000   0.000  36.000 0     2    13 f AA_MATRIX7
AA_MATRIX7   8   3 144.000   0.000  33.000 0     2    12 f AA_MATRIX7
AA_MATRIX7   8   4 144.000   0.000  30.000 0     2    11 f AA_MATRIX7
AA_MATRIX7   8   5 144.000   0.000  27.000 0     2    10 f AA_MATRIX7
AA_MATRIX7   8   6 144.000   0.000  24.000 0     2     9 f AA_MATRIX7
AA_MATRIX7   8   7 144.000   0.000  21.000 0     2     8 f AA_MATRIX7
AA_MATRIX7   8   8 144.000   0.000  18.000 0     2     7 f AA_MATRIX7
AA_MATRIX7   8   9 144.000   0.000  15.000 0     2     6 f AA_MATRIX7
AA_MATRIX7   8  10 144.000   0.000  12.000 0     2     5 f AA_MATRIX7
AA_MATRIX7   8  11 144.000   0.000   9.000 0     2     4 f AA_MATRIX7
AA_MATRIX7   8  12 144.000   0.000   6.000 0     2     3 f AA_MATRIX7
AA_MATRIX7   8  13 144.000   0.000   3.000 0     2     2 f AA_MATRIX7
AA_MATRIX7   8  14 144.000   0.000   0.000 0     2     1 f AA_MATRIX7

AA_MATRIX7   9   1 141.000   0.000  39.000 0     2    15 f AA_MATRIX7
AA_MATRIX7   9   2 141.000   0.000  36.000 0     2    16 f AA_MATRIX7
AA_MATRIX7   9   3 141.000   0.000  33.000 0     2    17 f AA_MATRIX7
AA_MATRIX7   9   4 141.000   0.000  30.000 0     2    18 f AA_MATRIX7
AA_MATRIX7   9   5 141.000   0.000  27.000 0     2    19 f AA_MATRIX7
AA_MATRIX7   9   6 141.000   0.000  24.000 0     2    20 f AA_MATRIX7
AA_MATRIX7   9   7 141.000   0.000  21.000 0     2    21 f AA_MATRIX7
AA_MATRIX7   9   8 141.000   0.000  18.000 0     2    22 f AA_MATRIX7
AA_MATRIX7   9   9 141.000   0.000  15.000 0     2    23 f AA_MATRIX7
AA_MATRIX7   9  10 141.000   0.000  12.000 0     2    24 f AA_MATRIX7
AA_MATRIX7   9  11 141.000   0.000   9.000 0     2    25 f AA_MATRIX7
AA_MATRIX7   9  12 141.000   0.000   6.000 0     2    26 f AA_MATRIX7
AA_MATRIX7   9  13 141.000   0.000   3.000 0     2    27 f AA_MATRIX7
AA_MATRIX7   9  14 141.000   0.000   0.000 0     2    28 f AA_MATRIX7

AA_MATRIX7  10   1 138.000   0.000  39.000 0     2    42 f AA_MATRIX7
AA_MATRIX7  10   2 138.000   0.000  36.000 0     2    41 f AA_MATRIX7
AA_MATRIX7  10   3 138.000   0.000  33.000 0     2    40 f AA_MATRIX7
AA_MATRIX7  10   4 138.000   0.000  30.000 0     2    39 f AA_MATRIX7
AA_MATRIX7  10   5 138.000   0.000  27.000 0     2    38 f AA_MATRIX7
AA_MATRIX7  10   6 138.000   0.000  24.000 0     2    37 f AA_MATRIX7
AA_MATRIX7  10   7 138.000   0.000  21.000 0     2    36 f AA_MATRIX7
AA_MATRIX7  10   8 138.000   0.000  18.000 0     2    35 f AA_MATRIX7
AA_MATRIX7  10   9 138.000   0.000  15.000 0     2    34 f AA_MATRIX7
AA_MATRIX7  10  10 138.000   0.000  12.000 0     2    33 f AA_MATRIX7
AA_MATRIX7  10  11 138.000   0.000   9.000 0     2    32 f AA_MATRIX7
AA_MATRIX7  10  12 138.000   0.000   6.000 0     2    31 f AA_MATRIX7
AA_MATRIX7  10  13 138.000   0.000   3.000 0     2    30 f AA_MATRIX7
AA_MATRIX7  10  14 138.000   0.000   0.000 0     2    29 f AA_MATRIX7

AA_MATRIX7  11   1 135.000   0.000  39.000 0     2    43 f AA_MATRIX7
AA_MATRIX7  11   2 135.000   0.000  36.000 0     2    44 f AA_MATRIX7
AA_MATRIX7  11   3 135.000   0.000  33.000 0     2    45 f AA_MATRIX7
