t1    1    1     0.000     0.728   104.421 16711935 0 0 1 40
t1    1    2     0.000     1.455   101.510 27647 0 0 1 39
t1    1    3     0.000     2.183    98.600 11534591 0 0 1 38
t1    1    4     0.000     2.910    95.690 16711931 0 0 1 37
t1    1    5     0.000     3.638    92.779 16711931 0 0 1 36
t1    1    6     0.000     4.366    89.869 14024959 0 0 1 35
t1    1    7     0.000     5.093    86.958 9109759 0 0 1 34
t1    1    8     0.000     5.821    84.048 2621695 0 0 1 33
t1    1    9     0.000     6.548    81.137 19711 0 0 1 32
t1    1   10     0.000     7.276    78.227 53503 0 0 1 31
t1    1   11     0.000     8.004    75.317 65438 0 0 1 30
t1    1   12     0.000     8.731    72.406 65284 0 0 1 29
t1    1   13     0.000     9.459    69.496 10354432 0 0 1 28
t1    1   14     0.000    10.186    66.585 16759296 0 0 1 27
t1    1   15     0.000    10.914    63.675 16716032 0 0 1 26
t1    1   16     0.000    11.642    60.764 16750848 0 0 1 25
t1    1   17     0.000    12.369    57.854 12451584 0 0 1 24
t1    1   18     0.000    13.097    54.944 1638144 0 0 1 23
t1    1   19     0.000    13.825    52.033 65415 0 0 1 22
t1    1   20     0.000    14.552    49.123 57855 0 0 1 21
t1    1   21     0.000    15.280    46.212 21759 0 0 1 20
t1    1   22     0.000    16.007    43.302 2949375 0 0 1 19
t1    1   23     0.000    16.735    40.391 10551551 0 0 1 18
t1    1   24     0.000    17.463    37.481 16711928 0 0 1 17
t1    1   25     0.000    18.190    34.571 16711843 0 0 1 16
t1    1   26     0.000    18.918    31.660 16711776 0 0 1 15
t1    1   27     0.000    19.645    28.750 16711726 0 0 1 14
t1    1   28     0.000    20.373    25.839 16711696 0 0 1 13
t1    1   29     0.000    21.101    22.929 16711684 0 0 1 12
t1    1   30     0.000    21.828    20.018 16711691 0 0 1 11
t1    1   31     0.000    22.556    17.108 16711718 0 0 1 10
t1    1   32     0.000    23.283    14.198 16711763 0 0 1 9
t1    1   33     0.000    24.011    11.287 16711827 0 0 1 8
t1    1   34     0.000    24.739     8.377 16711908 0 0 1 7
t1    1   35     0.000    25.466     5.466 12124415 0 0 1 6
t1    1   36     0.000    26.194     2.556 4718847 0 0 1 5
t1    1   37     0.000    26.921    -0.355 14079 0 0 1 4
t1    1   38     0.000    27.649    -3.265 49663 0 0 1 3
t1    1   39     0.000    28.377    -6.175 65448 0 0 1 2
t1    1   40     0.000    29.104    -9.086 65291 0 0 1 1
t1    2    1     0.278     0.672   104.421 27647 0 0 2 40
t1    2    2     0.557     1.344   101.510 16711935 0 0 2 39
t1    2    3     0.835     2.017    98.600 65328 0 0 2 38
t1    2    4     1.114     2.689    95.690 48383 0 0 2 37
t1    2    5     1.392     3.361    92.779 19455 0 0 2 36
t1    2    6     1.671     4.033    89.869 14335 0 0 2 35
t1    2    7     1.949     4.706    86.958 23551 0 0 2 34
t1    2    8     2.228     5.378    84.048 42751 0 0 2 33
t1    2    9     2.506     6.050    81.137 65521 0 0 2 32
t1    2   10     2.784     6.722    78.227 65397 0 0 2 31
t1    2   11     3.063     7.394    75.317 1507072 0 0 2 30
t1    2   12     3.341     8.067    72.406 11337472 0 0 2 29
t1    2   13     3.620     8.739    69.496 16757760 0 0 2 28
t1    2   14     3.898     9.411    66.585 16715776 0 0 2 27
t1    2   15     4.177    10.083    63.675 16749824 0 0 2 26
t1    2   16     4.455    10.756    60.764 12910336 0 0 2 25
t1    2   17     4.734    11.428    57.854 2293504 0 0 2 24
t1    2   18     5.012    12.100    54.944 65403 0 0 2 23
t1    2   19     5.290    12.772    52.033 61183 0 0 2 22
t1    2   20     5.569    13.444    49.123 25343 0 0 2 21
t1    2   21     5.847    14.117    46.212 1966335 0 0 2 20
t1    2   22     6.126    14.789    43.302 9568511 0 0 2 19
t1    2   23     6.404    15.461    40.391 16187647 0 0 2 18
t1    2   24     6.683    16.133    37.481 16711858 0 0 2 17
t1    2   25     6.961    16.806    34.571 16711790 0 0 2 16
t1    2   26     7.240    17.478    31.660 16711740 0 0 2 15
t1    2   27     7.518    18.150    28.750 16711708 0 0 2 14
t1    2   28     7.796    18.822    25.839 16711696 0 0 2 13
t1    2   29     8.075    19.494    22.929 16711702 0 0 2 12
t1    2   30     8.353    20.167    20.018 16711728 0 0 2 11
t1    2   31     8.632    20.839    17.108 16711772 0 0 2 10
t1    2   32     8.910    21.511    14.198 16711835 0 0 2 9
t1    2   33     9.189    22.183    11.287 16711915 0 0 2 8
t1    2   34     9.467    22.856     8.377 11731199 0 0 2 7
t1    2   35     9.746    23.528     5.466 4391167 0 0 2 6
t1    2   36    10.024    24.200     2.556 15359 0 0 2 5
t1    2   37    10.302    24.872    -0.355 50431 0 0 2 4
t1    2   38    10.581    25.544    -3.265 65446 0 0 2 3
t1    2   39    10.859    26.217    -6.175 65289 0 0 2 2
t1    2   40    11.138    26.889    -9.086 10223360 0 0 2 1
t1    3    1     0.514     0.514   104.421 11534591 0 0 3 40
t1    3    2     1.029     1.029   101.510 65328 0 0 3 39
t1    3    3     1.543     1.543    98.600 16711935 0 0 3 38
t1    3    4     2.058     2.058    95.690 9568000 0 0 3 37
t1    3    5     2.572     2.572    92.779 65338 0 0 3 36
t1    3    6     3.087     3.087    89.869 65426 0 0 3 35
t1    3    7     3.601     3.601    86.958 65437 0 0 3 34
t1    3    8     4.116     4.116    84.048 65394 0 0 3 33
t1    3    9     4.630     4.630    81.137 65313 0 0 3 32
t1    3   10     5.145     5.145    78.227 4980480 0 0 3 31
t1    3   11     5.659     5.659    75.317 13303552 0 0 3 30
t1    3   12     6.174     6.174    72.406 16754176 0 0 3 29
t1    3   13     6.688     6.688    69.496 16715520 0 0 3 28
t1    3   14     7.203     7.203    66.585 16747776 0 0 3 27
t1    3   15     7.717     7.717    63.675 13893376 0 0 3 26
t1    3   16     8.232     8.232    60.764 3604224 0 0 3 25
t1    3   17     8.746     8.746    57.854 65379 0 0 3 24
t1    3   18     9.261     9.261    54.944 65526 0 0 3 23
t1    3   19     9.775     9.775    52.033 32255 0 0 3 22
t1    3   20    10.290    10.290    49.123 196863 0 0 3 21
t1    3   21    10.804    10.804    46.212 7733503 0 0 3 20
t1    3   22    11.319    11.319    43.302 14352639 0 0 3 19
t1    3   23    11.833    11.833    40.391 16711885 0 0 3 18
t1    3   24    12.348    12.348    37.481 16711816 0 0 3 17
t1    3   25    12.862    12.862    34.571 16711765 0 0 3 16
t1    3   26    13.377    13.377    31.660 16711732 0 0 3 15
t1    3   27    13.891    13.891    28.750 16711717 0 0 3 14
t1    3   28    14.406    14.406    25.839 16711722 0 0 3 13
t1    3   29    14.920    14.920    22.929 16711746 0 0 3 12
t1    3   30    15.435    15.435    20.018 16711789 0 0 3 11
t1    3   31    15.949    15.949    17.108 16711850 0 0 3 10
t1    3   32    16.464    16.464    14.198 16711928 0 0 3 9
t1    3   33    16.978    16.978    11.287 10944767 0 0 3 8
t1    3   34    17.493    17.493     8.377 3735807 0 0 3 7
t1    3   35    18.007    18.007     5.466 17407 0 0 3 6
t1    3   36    18.522    18.522     2.556 52223 0 0 3 5
t1    3   37    19.036    19.036    -0.355 65440 0 0 3 4
t1    3   38    19.551    19.551    -3.265 65285 0 0 3 3
t1    3   39    20.065    20.065    -6.175 10354432 0 0 3 2
t1    3   40    20.580    20.580    -9.086 16759296 0 0 3 1
t1    4    1     0.672     0.278   104.421 16711931 0 0 4 40
t1    4    2     1.344     0.557   101.510 48383 0 0 4 39
t1    4    3     2.017     0.835    98.600 9568000 0 0 4 38
t1    4    4     2.689     1.114    95.690 16711935 0 0 4 37
t1    4    5     3.361     1.392    92.779 16773120 0 0 4 36
t1    4    6     4.033     1.671    89.869 9109248 0 0 4 35
t1    4    7     4.706     1.949    86.958 5897984 0 0 4 34
t1    4    8     5.378     2.228    84.048 6749952 0 0 4 33
t1    4    9     6.050     2.506    81.137 10616576 0 0 4 32
t1    4   10     6.722     2.784    78.227 16514816 0 0 4 31
t1    4   11     7.394     3.063    75.317 16748544 0 0 4 30
t1    4   12     8.067     3.341    72.406 16715264 0 0 4 29
t1    4   13     8.739     3.620    69.496 16744448 0 0 4 28
t1    4   14     9.411     3.898    66.585 15466240 0 0 4 27
t1    4   15    10.083     4.177    63.675 5701376 0 0 4 26
t1    4   16    10.756     4.455    60.764 65342 0 0 4 25
t1    4   17    11.428     4.734    57.854 65486 0 0 4 24
t1    4   18    12.100     5.012    54.944 43263 0 0 4 23
t1    4   19    12.772     5.290    52.033 10751 0 0 4 22
t1    4   20    13.444     5.569    49.123 4849919 0 0 4 21
t1    4   21    14.117     5.847    46.212 11534591 0 0 4 20
t1    4   22    14.789     6.126    43.302 16711927 0 0 4 19
t1    4   23    15.461     6.404    40.391 16711856 0 0 4 18
t1    4   24    16.133     6.683    37.481 16711803 0 0 4 17
t1    4   25    16.806     6.961    34.571 16711767 0 0 4 16
t1    4   26    17.478     7.240    31.660 16711751 0 0 4 15
t1    4   27    18.150     7.518    28.750 16711753 0 0 4 14
t1    4   28    18.822     7.796    25.839 16711774 0 0 4 13
t1    4   29    19.494     8.075    22.929 16711814 0 0 4 12
t1    4   30    20.167     8.353    20.018 16711873 0 0 4 11
t1    4   31    20.839     8.632    17.108 15859967 0 0 4 10
t1    4   32    21.511     8.910    14.198 9830655 0 0 4 9
t1    4   33    22.183     9.189    11.287 2752767 0 0 4 8
t1    4   34    22.856     9.467     8.377 20479 0 0 4 7
t1    4   35    23.528     9.746     5.466 54783 0 0 4 6
t1    4   36    24.200    10.024     2.556 65433 0 0 4 5
t1    4   37    24.872    10.302    -0.355 130816 0 0 4 4
t1    4   38    25.544    10.581    -3.265 10616576 0 0 4 3
t1    4   39    26.217    10.859    -6.175 16758784 0 0 4 2
t1    4   40    26.889    11.138    -9.086 16716032 0 0 4 1
t1    5    1     0.728     0.000   104.421 16711931 0 0 5 40
